GP-No;Name;Time;Timegap;X;Y;X-offset;Y-offset;Pupil Diameter Left (mm);Pupil Diameter Right (mm);Mouse X-coord;Mouse Y-coord;AoI
4064;CANDIDA;74342;16;568;540;0;0;0;4,97;-;-;-
4065;CANDIDA;74358;16;575;598;0;0;0;5,31;-;-;-
4066;CANDIDA;74375;16;568;572;0;0;0;5,17;-;-;-
4067;CANDIDA;74391;16;563;567;0;0;0;5,17;-;-;-
4068;CANDIDA;74408;16;569;575;0;0;0;5,09;-;-;-
4069;CANDIDA;74425;16;562;580;0;0;0;5,2;-;-;-
4070;CANDIDA;74441;16;565;554;0;0;0;5,2;-;-;-
4071;CANDIDA;74458;16;566;572;0;0;0;5,13;-;-;-
4072;CANDIDA;74475;16;568;567;0;0;0;5,15;-;-;-
4073;CANDIDA;74491;16;568;575;0;0;0;5,25;-;-;-
4074;CANDIDA;74508;16;576;570;0;0;0;5,21;-;-;-
4075;CANDIDA;74525;16;566;585;0;0;0;5,23;-;-;-
4076;CANDIDA;74541;16;561;566;0;0;0;5,18;-;-;-
4077;CANDIDA;74558;16;563;553;0;0;0;5,1;-;-;-
4078;CANDIDA;74574;16;551;582;0;0;0;5,29;-;-;-
4079;CANDIDA;74591;16;558;541;0;0;0;5,18;-;-;-
4080;CANDIDA;74608;16;565;582;0;0;0;5,23;-;-;-
4081;CANDIDA;74624;16;559;544;0;0;0;5,13;-;-;-
4082;CANDIDA;74641;16;561;541;0;0;0;5,15;-;-;-
4083;CANDIDA;74658;16;559;588;0;0;0;5,2;-;-;-
4084;CANDIDA;74674;16;565;565;0;0;0;5,25;-;-;-
4085;CANDIDA;74691;16;568;550;0;0;0;5,13;-;-;-
4086;CANDIDA;74708;16;558;566;0;0;0;5,15;-;-;-
4087;CANDIDA;74724;16;559;570;0;0;0;5,12;-;-;-
4088;CANDIDA;74741;16;562;566;0;0;0;5,05;-;-;-
4089;CANDIDA;74757;16;562;589;0;0;0;5,28;-;-;-
4090;CANDIDA;74774;16;568;575;0;0;0;5,15;-;-;-
4091;CANDIDA;74791;16;569;578;0;0;0;5,17;-;-;-
4092;CANDIDA;74807;16;562;541;0;0;0;5,18;-;-;-
4093;CANDIDA;74824;16;549;556;0;0;0;5,21;-;-;-
4094;CANDIDA;74841;16;568;541;0;0;0;5,21;-;-;-
4095;CANDIDA;74857;16;562;539;0;0;0;5,13;-;-;-
4096;CANDIDA;74874;16;563;583;0;0;0;5,25;-;-;-
4097;CANDIDA;74890;16;562;534;0;0;0;5,12;-;-;-
4098;CANDIDA;74907;16;566;547;0;0;0;5,07;-;-;-
4099;CANDIDA;74924;16;562;595;0;0;0;5,34;-;-;-
4100;CANDIDA;74940;16;559;579;0;0;0;5,21;-;-;-
4101;CANDIDA;74957;16;563;544;0;0;0;5,05;-;-;-
4102;CANDIDA;74974;16;555;552;0;0;0;5,23;-;-;-
4103;CANDIDA;74990;16;555;576;0;0;0;5,21;-;-;-
4104;CANDIDA;75007;16;563;544;0;0;0;4,99;-;-;-
4105;CANDIDA;75024;16;558;547;0;0;0;5,17;-;-;-
4106;CANDIDA;75040;16;568;533;0;0;0;5,07;-;-;-
4107;CANDIDA;75057;16;558;560;0;0;0;5,18;-;-;-
4108;CANDIDA;75073;16;562;562;0;0;0;5,26;-;-;-
4109;CANDIDA;75090;16;553;559;0;0;0;5,2;-;-;-
4110;CANDIDA;75107;16;551;552;0;0;0;5,18;-;-;-
4111;CANDIDA;75123;16;551;554;0;0;0;5,2;-;-;-
4112;CANDIDA;75140;16;553;582;0;0;0;5,31;-;-;-
4113;CANDIDA;75157;16;555;553;0;0;0;5,21;-;-;-
4114;CANDIDA;75173;16;553;544;0;0;0;5,2;-;-;-
4115;CANDIDA;75190;16;552;562;0;0;0;5,18;-;-;-
4116;CANDIDA;75207;16;549;572;0;0;0;5,2;-;-;-
4117;CANDIDA;75223;16;579;554;0;0;0;5,18;-;-;-
4118;CANDIDA;75240;16;553;554;0;0;0;5,26;-;-;-
4119;CANDIDA;75256;16;553;580;0;0;0;5,34;-;-;-
4120;CANDIDA;75273;16;553;572;0;0;0;5,28;-;-;-
4121;CANDIDA;75290;16;551;589;0;0;0;5,25;-;-;-
4122;CANDIDA;75306;16;562;578;0;0;0;5,21;-;-;-
4123;CANDIDA;75323;16;619;640;0;0;0;5,28;-;-;-
4124;CANDIDA;75423;99;636;843;0;0;0;5,1;-;-;-
4125;CANDIDA;75439;16;623;411;0;0;0;5,17;-;-;-
4126;CANDIDA;75456;16;632;541;0;0;0;5,15;-;-;-
4127;CANDIDA;75473;16;639;534;0;0;0;5,18;-;-;-
4128;CANDIDA;75489;16;638;550;0;0;0;5,13;-;-;-
4129;CANDIDA;75506;16;616;528;0;0;0;5,05;-;-;-
4130;CANDIDA;75523;16;625;540;0;0;0;5,23;-;-;-
4131;CANDIDA;75539;16;616;541;0;0;0;5,18;-;-;-
4132;CANDIDA;75556;16;612;562;0;0;0;5,21;-;-;-
4133;CANDIDA;75573;16;618;560;0;0;0;5,18;-;-;-
4134;CANDIDA;75589;16;639;553;0;0;0;5,2;-;-;-
4135;CANDIDA;75606;16;619;557;0;0;0;5,2;-;-;-
4136;CANDIDA;75622;16;618;530;0;0;0;5,1;-;-;-
4137;CANDIDA;75639;16;618;536;0;0;0;5,1;-;-;-
4138;CANDIDA;75656;16;608;523;0;0;0;5,13;-;-;-
4139;CANDIDA;75672;16;621;544;0;0;0;5,1;-;-;-
4140;CANDIDA;75689;16;622;514;0;0;0;4,99;-;-;-
4141;CANDIDA;75706;16;623;536;0;0;0;5,09;-;-;-
4142;CANDIDA;75722;16;605;539;0;0;0;5,1;-;-;-
4143;CANDIDA;75739;16;599;531;0;0;0;5,15;-;-;-
4144;CANDIDA;75756;16;601;539;0;0;0;5,09;-;-;-
4145;CANDIDA;75772;16;613;530;0;0;0;5,09;-;-;-
4146;CANDIDA;75789;16;606;572;0;0;0;5,15;-;-;-
4147;CANDIDA;75938;149;635;488;0;0;0;5,05;-;-;-
4148;CANDIDA;75955;16;615;404;0;0;0;5,1;-;-;-
4149;CANDIDA;75972;16;619;511;0;0;0;5,07;-;-;-
4150;CANDIDA;75988;16;612;504;0;0;0;5,1;-;-;-
4151;CANDIDA;76005;16;612;500;0;0;0;5,04;-;-;-
4152;CANDIDA;76022;16;621;502;0;0;0;5,02;-;-;-
4153;CANDIDA;76038;16;626;530;0;0;0;5,05;-;-;-
4154;CANDIDA;76055;16;629;514;0;0;0;4,97;-;-;-
4155;CANDIDA;76072;16;619;526;0;0;0;4,94;-;-;-
4156;CANDIDA;76088;16;612;515;0;0;0;4,96;-;-;-
4157;CANDIDA;76105;16;616;540;0;0;0;4,99;-;-;-
4158;CANDIDA;76121;16;621;507;0;0;0;4,92;-;-;-
4159;CANDIDA;76138;16;623;524;0;0;0;4,97;-;-;-
4160;CANDIDA;76155;16;615;520;0;0;0;4,94;-;-;-
4161;CANDIDA;76171;16;605;517;0;0;0;4,97;-;-;-
4162;CANDIDA;76188;16;609;515;0;0;0;4,88;-;-;-
4163;CANDIDA;76205;16;613;510;0;0;0;4,83;-;-;-
4164;CANDIDA;76221;16;623;520;0;0;0;4,76;-;-;-
4165;CANDIDA;76238;16;606;527;0;0;0;4,99;-;-;-
4166;CANDIDA;76255;16;603;534;0;0;0;4,96;-;-;-
4167;CANDIDA;76271;16;599;487;0;0;0;4,75;-;-;-
4168;CANDIDA;76288;16;613;523;0;0;0;4,97;-;-;-
4169;CANDIDA;76304;16;616;527;0;0;0;5,05;-;-;-
4170;CANDIDA;76321;16;628;557;0;0;0;5,02;-;-;-
4171;CANDIDA;76338;16;615;541;0;0;0;4,96;-;-;-
4172;CANDIDA;76354;16;618;539;0;0;0;4,94;-;-;-
4173;CANDIDA;76371;16;606;520;0;0;0;4,96;-;-;-
4174;CANDIDA;76388;16;606;526;0;0;0;4,99;-;-;-
4175;CANDIDA;76404;16;619;507;0;0;0;4,96;-;-;-
4176;CANDIDA;76421;16;603;554;0;0;0;5,04;-;-;-
4177;CANDIDA;76438;16;603;560;0;0;0;5,12;-;-;-
4178;CANDIDA;76454;16;608;539;0;0;0;4,99;-;-;-
4179;CANDIDA;76471;16;613;543;0;0;0;4,89;-;-;-
4180;CANDIDA;76487;16;632;524;0;0;0;4,94;-;-;-
4181;CANDIDA;76504;16;621;521;0;0;0;5,01;-;-;-
4182;CANDIDA;76521;16;628;517;0;0;0;4,88;-;-;-
4183;CANDIDA;76537;16;609;524;0;0;0;4,96;-;-;-
4184;CANDIDA;76554;16;619;518;0;0;0;4,96;-;-;-
4185;CANDIDA;76571;16;605;539;0;0;0;4,92;-;-;-
4186;CANDIDA;76587;16;626;552;0;0;0;5,05;-;-;-
4187;CANDIDA;76604;16;425;632;0;0;0;4,89;-;-;-
4188;CANDIDA;76621;16;404;656;0;0;0;4,86;-;-;-
4189;CANDIDA;76637;16;397;653;0;0;0;4,92;-;-;-
4190;CANDIDA;76654;16;391;663;0;0;0;4,75;-;-;-
4191;CANDIDA;76670;16;387;674;0;0;0;4,94;-;-;-
4192;CANDIDA;76687;16;398;654;0;0;0;4,84;-;-;-
4193;CANDIDA;76704;16;375;674;0;0;0;4,84;-;-;-
4194;CANDIDA;76720;16;379;663;0;0;0;4,7;-;-;-
4195;CANDIDA;76737;16;391;666;0;0;0;4,86;-;-;-
4196;CANDIDA;76754;16;377;656;0;0;0;4,86;-;-;-
4197;CANDIDA;76770;16;361;680;0;0;0;4,75;-;-;-
4198;CANDIDA;76787;16;201;856;0;0;0;4,81;-;-;-
4199;CANDIDA;76804;16;211;872;0;0;0;4,99;-;-;-
4200;CANDIDA;76820;16;154;845;0;0;0;4,56;-;-;-
4201;CANDIDA;76837;16;160;891;0;0;0;4,78;-;-;-
4202;CANDIDA;76853;16;178;879;0;0;0;4,8;-;-;-
4203;CANDIDA;76870;16;143;856;0;0;0;4,83;-;-;-
4204;CANDIDA;76887;16;56;797;0;0;0;4,88;-;-;-
4205;CANDIDA;76903;16;177;872;0;0;0;4,83;-;-;-
4206;CANDIDA;76920;16;163;846;0;0;0;4,83;-;-;-
4207;CANDIDA;76937;16;157;858;0;0;0;4,81;-;-;-
4208;CANDIDA;76953;16;181;871;0;0;0;4,86;-;-;-
4209;CANDIDA;76970;16;177;830;0;0;0;4,73;-;-;-
4210;CANDIDA;76987;16;150;848;0;0;0;4,72;-;-;-
4211;CANDIDA;77003;16;177;836;0;0;0;4,7;-;-;-
4212;CANDIDA;77020;16;147;837;0;0;0;4,75;-;-;-
4213;CANDIDA;77036;16;160;817;0;0;0;4,81;-;-;-
4214;CANDIDA;77053;16;157;839;0;0;0;4,75;-;-;-
4215;CANDIDA;77070;16;165;827;0;0;0;4,75;-;-;-
4216;CANDIDA;77086;16;164;835;0;0;0;4,78;-;-;-
4217;CANDIDA;77103;16;165;846;0;0;0;4,72;-;-;-
4218;CANDIDA;77120;16;154;835;0;0;0;4,83;-;-;-
4219;CANDIDA;77136;16;153;813;0;0;0;4,81;-;-;-
4220;CANDIDA;77153;16;150;813;0;0;0;4,72;-;-;-
4221;CANDIDA;77169;16;163;837;0;0;0;4,78;-;-;-
4222;CANDIDA;77186;16;154;836;0;0;0;4,91;-;-;-
4223;CANDIDA;77203;16;150;827;0;0;0;4,84;-;-;-
4224;CANDIDA;77219;16;171;803;0;0;0;4,86;-;-;-
4225;CANDIDA;77236;16;164;836;0;0;0;4,86;-;-;-
4226;CANDIDA;77253;16;161;804;0;0;0;4,83;-;-;-
4227;CANDIDA;77269;16;150;817;0;0;0;4,86;-;-;-
4228;CANDIDA;77286;16;163;803;0;0;0;4,73;-;-;-
4229;CANDIDA;77303;16;163;839;0;0;0;4,81;-;-;-
4230;CANDIDA;77319;16;167;842;0;0;0;4,83;-;-;-
4231;CANDIDA;77336;16;158;804;0;0;0;4,83;-;-;-
4232;CANDIDA;77352;16;158;832;0;0;0;4,81;-;-;-
4233;CANDIDA;77369;16;158;833;0;0;0;4,76;-;-;-
4234;CANDIDA;77386;16;155;845;0;0;0;4,91;-;-;-
4235;CANDIDA;77402;16;157;804;0;0;0;4,94;-;-;-
4236;CANDIDA;77419;16;275;693;0;0;0;4,97;-;-;-
4237;CANDIDA;77436;16;327;632;0;0;0;4,8;-;-;-
4238;CANDIDA;77452;16;314;647;0;0;0;4,83;-;-;-
4239;CANDIDA;77469;16;325;612;0;0;0;4,78;-;-;-
4240;CANDIDA;77486;16;300;645;0;0;0;4,94;-;-;-
4241;CANDIDA;77502;16;315;617;0;0;0;4,86;-;-;-
4242;CANDIDA;77519;16;312;619;0;0;0;4,84;-;-;-
4243;CANDIDA;77535;16;311;634;0;0;0;4,91;-;-;-
4244;CANDIDA;77552;16;318;658;0;0;0;5,1;-;-;-
4245;CANDIDA;77569;16;325;630;0;0;0;5,07;-;-;-
4246;CANDIDA;77585;16;320;604;0;0;0;4,81;-;-;-
4247;CANDIDA;77602;16;314;654;0;0;0;5,02;-;-;-
4248;CANDIDA;77619;16;325;622;0;0;0;4,99;-;-;-
4249;CANDIDA;77635;16;317;634;0;0;0;4,97;-;-;-
4250;CANDIDA;77652;16;312;648;0;0;0;4,96;-;-;-
4251;CANDIDA;77669;16;308;669;0;0;0;5,04;-;-;-
4252;CANDIDA;77685;16;304;641;0;0;0;4,88;-;-;-
4253;CANDIDA;77702;16;349;648;0;0;0;4,96;-;-;-
4254;CANDIDA;77718;16;328;664;0;0;0;4,99;-;-;-
4255;CANDIDA;77735;16;345;650;0;0;0;4,96;-;-;-
4256;CANDIDA;77752;16;318;645;0;0;0;4,91;-;-;-
4257;CANDIDA;77768;16;292;615;0;0;0;4,99;-;-;-
4258;CANDIDA;77785;16;260;604;0;0;0;5,05;-;-;-
4259;CANDIDA;77802;16;274;598;0;0;0;4,96;-;-;-
4260;CANDIDA;77818;16;294;601;0;0;0;4,96;-;-;-
4261;CANDIDA;77835;16;282;593;0;0;0;4,99;-;-;-
4262;CANDIDA;77852;16;278;612;0;0;0;5,04;-;-;-
4263;CANDIDA;77868;16;280;602;0;0;0;4,91;-;-;-
4264;CANDIDA;77885;16;294;602;0;0;0;5,09;-;-;-
4265;CANDIDA;77901;16;267;624;0;0;0;5,07;-;-;-
4266;CANDIDA;77918;16;295;595;0;0;0;5,1;-;-;-
4267;CANDIDA;77935;16;268;605;0;0;0;4,96;-;-;-
4268;CANDIDA;77951;16;261;606;0;0;0;5,01;-;-;-
4269;CANDIDA;77968;16;282;582;0;0;0;4,92;-;-;-
4270;CANDIDA;77985;16;265;612;0;0;0;4,92;-;-;-
4271;CANDIDA;78001;16;275;618;0;0;0;5,05;-;-;-
4272;CANDIDA;78018;16;281;621;0;0;0;5,12;-;-;-
4273;CANDIDA;78035;16;280;599;0;0;0;5,09;-;-;-
4274;CANDIDA;78051;16;270;608;0;0;0;5,05;-;-;-
4275;CANDIDA;78068;16;261;601;0;0;0;5,01;-;-;-
4276;CANDIDA;78084;16;300;599;0;0;0;4,96;-;-;-
4277;CANDIDA;78101;16;318;622;0;0;0;5,01;-;-;-
4278;CANDIDA;78118;16;275;630;0;0;0;5,1;-;-;-
4279;CANDIDA;78134;16;277;614;0;0;0;4,96;-;-;-
4280;CANDIDA;78151;16;275;615;0;0;0;5,1;-;-;-
4281;CANDIDA;78168;16;287;625;0;0;0;5,15;-;-;-
4282;CANDIDA;78184;16;277;599;0;0;0;5,15;-;-;-
4283;CANDIDA;78201;16;278;593;0;0;0;5,15;-;-;-
4284;CANDIDA;78218;16;281;619;0;0;0;5,07;-;-;-
4285;CANDIDA;78234;16;284;624;0;0;0;5,15;-;-;-
4286;CANDIDA;78251;16;271;609;0;0;0;5,13;-;-;-
4287;CANDIDA;78267;16;294;604;0;0;0;5,01;-;-;-
4288;CANDIDA;78284;16;267;615;0;0;0;5,15;-;-;-
4289;CANDIDA;78301;16;268;625;0;0;0;5,13;-;-;-
4290;CANDIDA;78317;16;265;630;0;0;0;5,17;-;-;-
4291;CANDIDA;78334;16;274;605;0;0;0;4,97;-;-;-
4292;CANDIDA;78351;16;282;643;0;0;0;5,17;-;-;-
4293;CANDIDA;78367;16;275;638;0;0;0;5,17;-;-;-
4294;CANDIDA;78384;16;285;628;0;0;0;5,05;-;-;-
4295;CANDIDA;78400;16;271;599;0;0;0;5,01;-;-;-
4296;CANDIDA;78417;16;272;609;0;0;0;5,02;-;-;-
4297;CANDIDA;78434;16;278;638;0;0;0;5,07;-;-;-
4298;CANDIDA;78450;16;271;628;0;0;0;5,2;-;-;-
4299;CANDIDA;78467;16;270;619;0;0;0;5,12;-;-;-
4300;CANDIDA;78484;16;272;627;0;0;0;5,12;-;-;-
4301;CANDIDA;78500;16;260;661;0;0;0;5,17;-;-;-
4302;CANDIDA;78517;16;194;754;0;0;0;4,97;-;-;-
4303;CANDIDA;78534;16;175;855;0;0;0;5,17;-;-;-
4304;CANDIDA;78550;16;164;829;0;0;0;5,07;-;-;-
4305;CANDIDA;78567;16;178;850;0;0;0;5,13;-;-;-
4306;CANDIDA;78583;16;170;846;0;0;0;5,12;-;-;-
4307;CANDIDA;78600;16;170;837;0;0;0;5,09;-;-;-
4308;CANDIDA;78617;16;170;835;0;0;0;5,1;-;-;-
4309;CANDIDA;78633;16;178;835;0;0;0;5,04;-;-;-
4310;CANDIDA;78650;16;168;875;0;0;0;5,17;-;-;-
4311;CANDIDA;78667;16;168;866;0;0;0;5,13;-;-;-
4312;CANDIDA;78683;16;175;856;0;0;0;5,1;-;-;-
4313;CANDIDA;78700;16;183;859;0;0;0;5,09;-;-;-
4314;CANDIDA;78717;16;183;848;0;0;0;5,18;-;-;-
4315;CANDIDA;78733;16;180;835;0;0;0;5,05;-;-;-
4316;CANDIDA;78750;16;174;842;0;0;0;5,07;-;-;-
4317;CANDIDA;78766;16;177;824;0;0;0;5,07;-;-;-
4318;CANDIDA;78783;16;180;846;0;0;0;5,07;-;-;-
4319;CANDIDA;78800;16;175;852;0;0;0;5,09;-;-;-
4320;CANDIDA;78816;16;167;830;0;0;0;5,09;-;-;-
4321;CANDIDA;78833;16;178;849;0;0;0;5,18;-;-;-
4322;CANDIDA;78850;16;180;840;0;0;0;5,09;-;-;-
4323;CANDIDA;78866;16;165;845;0;0;0;5,15;-;-;-
4324;CANDIDA;78883;16;145;855;0;0;0;5,31;-;-;-
4325;CANDIDA;78900;16;160;871;0;0;0;5,26;-;-;-
4326;CANDIDA;78916;16;175;820;0;0;0;5,15;-;-;-
4327;CANDIDA;78933;16;290;677;0;0;0;5,07;-;-;-
4328;CANDIDA;78949;16;322;684;0;0;0;5,05;-;-;-
4329;CANDIDA;78966;16;305;681;0;0;0;5,17;-;-;-
4330;CANDIDA;78983;16;321;674;0;0;0;5,21;-;-;-
